,date,neighbourhood,property type,daily rate,annual rate
1789,2015-11,Parkside,Apartment,$190.00,69350.0
1790,2015-11,Parkside,Plane,$90.00,32850.0
1791,2015-11,Parkside,Apartment,$90.00,32850.0
1792,2015-11,Parkside,Apartment,$85.00,31025.0
1793,2015-11,Parkside,Apartment,$135.00,49275.0
1794,2015-11,Parkside,House,$280.00,102200.0
1795,2015-11,Parkside,Apartment,$105.00,38325.0
1796,2015-11,Parkside,Apartment,$210.00,76650.0
1797,2015-11,Parkside,Apartment,$139.00,50735.0
1798,2015-11,Parkside,House,$680.00,248200.0
1799,2015-11,Parkside,House,$699.00,255135.0
1800,2015-11,Parkside,Apartment,$150.00,54750.0
1801,2015-11,Parkside,Apartment,$120.00,43800.0
1802,2015-11,Parkside,House,$189.00,68985.0
1803,2015-11,Parkside,Apartment,$370.00,135050.0
1804,2015-11,Parkside,House,$979.00,357335.0
1805,2015-11,Parkside,House,$347.00,126655.0
1806,2015-11,Parkside,Apartment,$120.00,43800.0
1807,2015-11,Parkside,House,$35.00,12775.0
1808,2015-11,Parkside,House,$45.00,16425.0
1809,2015-11,Parkside,House,$35.00,12775.0
1810,2015-11,Parkside,House,$45.00,16425.0
1811,2015-11,Parkside,House,$35.00,12775.0
1812,2015-11,Parkside,House,$40.00,14600.0
1813,2015-11,Parkside,House,$40.00,14600.0
1814,2015-11,Parkside,House,$35.00,12775.0
1815,2015-11,Parkside,House,$35.00,12775.0
1816,2015-11,Parkside,Apartment,$183.00,66795.0
1817,2015-11,Parkside,House,$139.00,50735.0
1818,2015-11,Parkside,House,$145.00,52925.0
1819,2015-11,Parkside,House,$50.00,18250.0
1820,2015-11,Parkside,Apartment,$95.00,34675.0
1821,2015-11,Parkside,House,$349.00,127385.0
1822,2015-11,Parkside,House,$125.00,45625.0
1823,2015-11,Parkside,House,$85.00,31025.0
1824,2015-11,Parkside,House,$100.00,36500.0
1825,2015-11,Parkside,House,$95.00,34675.0
1826,2015-11,Parkside,House,$40.00,14600.0
1827,2015-11,Parkside,House,$160.00,58400.0
1828,2015-11,Parkside,House,$35.00,12775.0
1829,2015-11,Parkside,House,$40.00,14600.0
1830,2015-11,Parkside,House,$40.00,14600.0
1831,2015-11,Parkside,Apartment,$88.00,32120.0
1832,2015-11,Parkside,Apartment,$200.00,73000.0
1833,2015-11,Parkside,House,$75.00,27375.0
1834,2015-11,Parkside,Apartment,$200.00,73000.0
1835,2015-11,Parkside,Apartment,$283.00,103295.0
1836,2015-11,Parkside,House,$104.00,37960.0
1837,2015-11,Parkside,House,$140.00,51100.0
1838,2015-11,Parkside,House,$75.00,27375.0
1839,2015-11,Parkside,Apartment,$250.00,91250.0
1840,2015-11,Parkside,Apartment,$50.00,18250.0
1841,2015-11,Parkside,House,$110.00,40150.0
1842,2015-11,Parkside,House,$114.00,41610.0
1843,2015-11,Parkside,House,$185.00,67525.0
1844,2015-11,Parkside,Apartment,$200.00,73000.0
1845,2015-11,Parkside,House,$100.00,36500.0
1846,2015-11,Parkside,Apartment,$35.00,12775.0
1847,2015-11,Parkside,Apartment,$195.00,71175.0
1848,2015-11,Parkside,House,$45.00,16425.0
1849,2015-11,Parkside,House,$45.00,16425.0
1850,2015-11,Parkside,House,$50.00,18250.0
1851,2015-11,Parkside,Apartment,$110.00,40150.0
1852,2015-11,Parkside,House,$110.00,40150.0
1853,2015-11,Parkside,House,$35.00,12775.0
1854,2015-11,Parkside,House,$94.00,34310.0
1855,2015-11,Parkside,House,$450.00,164250.0
1856,2015-11,Parkside,Apartment,$89.00,32485.0
1857,2015-11,Parkside,House,$39.00,14235.0
1858,2015-11,Parkside,House,$39.00,14235.0
1859,2015-11,Parkside,House,$39.00,14235.0
1860,2015-11,Parkside,House,$50.00,18250.0
1861,2015-11,Parkside,House,$100.00,36500.0
1862,2015-11,Parkside,House,$99.00,36135.0
1863,2015-11,Parkside,House,$40.00,14600.0
1864,2015-11,Parkside,House,$135.00,49275.0
1865,2015-11,Parkside,House,$35.00,12775.0
1866,2015-11,Parkside,Apartment,"$1,000.00",365000.0
1867,2015-11,Parkside,Apartment,$165.00,60225.0
1868,2015-11,Parkside,House,$45.00,16425.0
1869,2015-11,Parkside,House,$130.00,47450.0
1870,2015-11,Parkside,Apartment,$150.00,54750.0
1871,2015-11,Parkside,Apartment,$115.00,41975.0
1872,2015-11,Parkside,Apartment,$154.00,56210.0
1873,2015-11,Parkside,House,$99.00,36135.0
1874,2015-11,Parkside,House,$179.00,65335.0
1875,2015-11,Parkside,Apartment,$150.00,54750.0
1876,2015-11,Parkside,House,$250.00,91250.0
1877,2015-11,Parkside,,$79.00,28835.0
1878,2015-11,Parkside,Apartment,$85.00,31025.0
1879,2015-11,Parkside,House,$199.00,72635.0
1880,2015-11,Parkside,Apartment,$200.00,73000.0
1881,2015-11,Financial District,House,$300.00,109500.0
1882,2015-11,Financial District,Condominium,$220.00,80300.0
1883,2015-11,Financial District,Apartment,$450.00,164250.0
1884,2015-11,Financial District,Condominium,$220.00,80300.0
1885,2015-11,Financial District,Apartment,$180.00,65700.0
1886,2015-11,Financial District,Loft,$200.00,73000.0
1887,2015-11,Financial District,Apartment,$825.00,301125.0
1888,2015-11,Financial District,Apartment,$980.00,357700.0
1889,2015-11,Financial District,Apartment,$675.00,246375.0
1890,2015-11,Financial District,Dorm,$47.00,17155.0
1891,2015-11,Financial District,Apartment,$79.00,28835.0
1892,2015-11,Financial District,Apartment,$129.00,47085.0
1893,2015-11,Financial District,Loft,$149.00,54385.0
1894,2015-11,Financial District,Apartment,$119.00,43435.0
1895,2015-11,Financial District,Apartment,$250.00,91250.0
1896,2015-11,Financial District,Loft,$140.00,51100.0
1897,2015-11,Financial District,Boat,"$1,250.00",456250.0
1898,2015-11,Financial District,Condominium,$230.00,83950.0
1899,2015-11,Financial District,Apartment,$160.00,58400.0
1900,2015-11,Financial District,Apartment,$265.00,96725.0
1901,2015-11,Financial District,Apartment,$190.00,69350.0
1902,2015-11,Financial District,Apartment,$328.00,119720.0
1903,2015-11,Financial District,Apartment,$255.00,93075.0
1904,2015-11,Financial District,Condominium,$300.00,109500.0
1905,2015-11,Financial District,Apartment,$160.00,58400.0
1906,2015-11,Financial District,Apartment,"$1,500.00",547500.0
1907,2015-11,Financial District,Apartment,$500.00,182500.0
1908,2015-11,Financial District,Apartment,$250.00,91250.0
1909,2015-11,Financial District,Loft,$80.00,29200.0
1910,2015-11,Financial District,Bed & Breakfast,$50.00,18250.0
1911,2015-11,Financial District,Dorm,$47.00,17155.0
1912,2015-11,Financial District,Condominium,$345.00,125925.0
1913,2015-11,Financial District,Other,$165.00,60225.0
1914,2015-11,Financial District,Apartment,$150.00,54750.0
1915,2015-11,Financial District,Apartment,$230.00,83950.0
1916,2015-11,Financial District,Bed & Breakfast,$120.00,43800.0
1917,2015-11,Financial District,Loft,$636.00,232140.0
1918,2015-11,Financial District,Apartment,$180.00,65700.0
1919,2015-11,Financial District,Apartment,$275.00,100375.0
1920,2015-11,Financial District,Condominium,$399.00,145635.0
1921,2015-11,Financial District,Apartment,$169.00,61685.0
1922,2015-11,Financial District,Dorm,$47.00,17155.0
1923,2015-11,Financial District,Tent,$0.00,0.0
1924,2015-11,Financial District,Apartment,$152.00,55480.0
1925,2015-11,Financial District,Apartment,$825.00,301125.0
1926,2015-11,Financial District,Apartment,$350.00,127750.0
1927,2015-11,Financial District,Apartment,$280.00,102200.0
1928,2015-11,Financial District,Apartment,$65.00,23725.0
1929,2015-11,Financial District,Apartment,$295.00,107675.0
1930,2015-11,Financial District,Apartment,$399.00,145635.0
1931,2015-11,Financial District,Apartment,$300.00,109500.0
1932,2015-11,Financial District,Apartment,$200.00,73000.0
1933,2015-11,Financial District,Apartment,$90.00,32850.0
1934,2015-11,Financial District,Apartment,$109.00,39785.0
1935,2015-11,Financial District,Apartment,$204.00,74460.0
1936,2015-11,Financial District,Apartment,$115.00,41975.0
1937,2015-11,Financial District,Apartment,$285.00,104025.0
1938,2015-11,Financial District,Dorm,$47.00,17155.0
1939,2015-11,Financial District,Apartment,$300.00,109500.0
1940,2015-11,Financial District,Apartment,$400.00,146000.0
1941,2015-11,Financial District,Apartment,$299.00,109135.0
1942,2015-11,Financial District,Apartment,$110.00,40150.0
1943,2015-11,Financial District,Apartment,$950.00,346750.0
1944,2015-11,Financial District,Apartment,$147.00,53655.0
1945,2015-11,Financial District,Apartment,$160.00,58400.0
1946,2015-11,Financial District,Apartment,$159.00,58035.0
1947,2015-11,Financial District,Dorm,$47.00,17155.0
1948,2015-11,Financial District,Apartment,$200.00,73000.0
1949,2015-11,Financial District,Apartment,$69.00,25185.0
1950,2015-11,Financial District,Apartment,$150.00,54750.0
1951,2015-11,Financial District,Apartment,$65.00,23725.0
1952,2015-11,Financial District,Apartment,$160.00,58400.0
1953,2015-11,Financial District,Apartment,$282.00,102930.0
1954,2015-11,Financial District,Apartment,$400.00,146000.0
1955,2015-11,Financial District,Dorm,$29.00,10585.0
1956,2015-11,Financial District,Apartment,$145.00,52925.0
1957,2015-11,Financial District,Apartment,$299.00,109135.0
1958,2015-11,Financial District,Apartment,$345.00,125925.0
1959,2015-11,Financial District,Apartment,$588.00,214620.0
1960,2015-11,Financial District,Dorm,$47.00,17155.0
1961,2015-11,Financial District,Dorm,$59.00,21535.0
1962,2015-11,Financial District,Bed & Breakfast,$50.00,18250.0
1963,2015-11,Financial District,Apartment,$350.00,127750.0
1964,2015-11,Financial District,Apartment,$280.00,102200.0
1965,2015-11,Financial District,Dorm,$47.00,17155.0
1966,2015-11,Financial District,Loft,$165.00,60225.0
1967,2015-11,Financial District,Loft,$67.00,24455.0
1968,2015-11,Financial District,Apartment,$340.00,124100.0
1969,2015-11,Financial District,Apartment,$250.00,91250.0
1970,2015-11,Financial District,House,$50.00,18250.0
1971,2015-11,Financial District,Dorm,$59.00,21535.0
1972,2015-11,Financial District,Apartment,"$1,100.00",401500.0
1973,2015-11,Financial District,Apartment,$100.00,36500.0
1974,2015-11,Financial District,Apartment,$65.00,23725.0
1975,2015-11,Financial District,House,$50.00,18250.0
1976,2015-11,Financial District,Condominium,$750.00,273750.0
1977,2015-11,Financial District,Apartment,$189.00,68985.0
1978,2015-11,Financial District,Dorm,$47.00,17155.0
1979,2015-11,Financial District,Apartment,$500.00,182500.0
1980,2015-11,Ocean View,Apartment,$35.00,12775.0
1981,2015-11,Ocean View,House,$35.00,12775.0
1982,2015-11,Ocean View,House,$35.00,12775.0
1983,2015-11,Ocean View,House,$35.00,12775.0
1984,2015-11,Ocean View,House,$80.00,29200.0
1985,2015-11,Ocean View,Apartment,$91.00,33215.0
1986,2015-11,Ocean View,House,$85.00,31025.0
1987,2015-11,Ocean View,Apartment,$49.00,17885.0
1988,2015-11,Ocean View,Apartment,$125.00,45625.0
1989,2015-11,Ocean View,Apartment,$70.00,25550.0
1990,2015-11,Ocean View,Bed & Breakfast,$90.00,32850.0
1991,2015-11,Ocean View,House,$68.00,24820.0
1992,2015-11,Ocean View,House,$120.00,43800.0
1993,2015-11,Ocean View,Apartment,$325.00,118625.0
1994,2015-11,Ocean View,House,$130.00,47450.0
1995,2015-11,Ocean View,Apartment,$115.00,41975.0
1996,2015-11,Ocean View,House,$80.00,29200.0
1997,2015-11,Ocean View,House,$75.00,27375.0
1998,2015-11,Ocean View,House,$75.00,27375.0
1999,2015-11,Ocean View,Apartment,$400.00,146000.0
2000,2015-11,Ocean View,House,$130.00,47450.0
2001,2015-11,Ocean View,House,$400.00,146000.0
2002,2015-11,Ocean View,House,$95.00,34675.0
2003,2015-11,Ocean View,Apartment,$140.00,51100.0
2004,2015-11,Ocean View,Apartment,$89.00,32485.0
2005,2015-11,Ocean View,Apartment,$99.00,36135.0
2006,2015-11,Ocean View,Apartment,$125.00,45625.0
2007,2015-11,Ocean View,House,$56.00,20440.0
2008,2015-11,Ocean View,House,$158.00,57670.0
2009,2015-11,Ocean View,House,$70.00,25550.0
2010,2015-11,Ocean View,Apartment,$98.00,35770.0
2011,2015-11,Ocean View,House,$100.00,36500.0
2012,2015-11,Ocean View,House,$150.00,54750.0
2013,2015-11,Ocean View,House,$72.00,26280.0
2014,2015-11,Ocean View,House,$595.00,217175.0
2015,2015-11,Ocean View,Apartment,$80.00,29200.0
2016,2015-11,Ocean View,Apartment,$120.00,43800.0
2017,2015-11,Ocean View,Bed & Breakfast,$85.00,31025.0
2018,2015-11,Ocean View,House,$73.00,26645.0
2019,2015-11,Ocean View,Apartment,$175.00,63875.0
2020,2015-11,Ocean View,House,$800.00,292000.0
2021,2015-11,Ocean View,Apartment,$142.00,51830.0
2022,2015-11,Ocean View,House,$169.00,61685.0
2023,2015-11,Ocean View,Bed & Breakfast,$95.00,34675.0
2024,2015-11,Ocean View,House,$160.00,58400.0
2025,2015-11,Ocean View,House,$84.00,30660.0
2026,2015-11,Ocean View,House,$259.00,94535.0
2027,2015-11,Ocean View,House,$35.00,12775.0
2028,2015-11,Ocean View,Apartment,$86.00,31390.0
2029,2015-11,Ocean View,House,$67.00,24455.0
2030,2015-11,Ocean View,Apartment,$49.00,17885.0
2031,2015-11,Ocean View,House,$290.00,105850.0
2032,2015-11,Ocean View,House,$32.00,11680.0
2033,2015-11,Ocean View,House,$70.00,25550.0
2034,2015-11,Ocean View,House,$70.00,25550.0
2035,2015-11,Ocean View,Bed & Breakfast,$120.00,43800.0
2036,2015-11,Ocean View,Apartment,$120.00,43800.0
2037,2015-11,Ocean View,Apartment,$60.00,21900.0
2038,2015-11,Ocean View,House,$500.00,182500.0
2039,2015-11,Ocean View,House,$75.00,27375.0
2040,2015-11,Ocean View,House,$49.00,17885.0
2041,2015-11,Ocean View,Apartment,$155.00,56575.0
2042,2015-11,Ocean View,Apartment,$85.00,31025.0
2043,2015-11,Ocean View,House,$85.00,31025.0
2044,2015-11,Ocean View,House,$116.00,42340.0
2045,2015-11,Ocean View,House,$250.00,91250.0
2046,2015-11,Ocean View,Apartment,$80.00,29200.0
2047,2015-11,Ocean View,Apartment,$49.00,17885.0
2048,2015-11,Ocean View,House,$140.00,51100.0
2049,2015-11,Ocean View,House,$87.00,31755.0
2050,2015-11,Ocean View,Apartment,$60.00,21900.0
2051,2015-11,Ocean View,House,$87.00,31755.0
2052,2015-11,Ocean View,House,$35.00,12775.0
2053,2015-11,Ocean View,Apartment,$220.00,80300.0
2054,2015-11,Ocean View,House,$35.00,12775.0
2055,2015-11,Ocean View,House,$100.00,36500.0
2056,2015-11,Ocean View,House,$35.00,12775.0
2057,2015-11,Ocean View,Apartment,$200.00,73000.0
2058,2015-11,Mission,House,$199.00,72635.0
2059,2015-11,Mission,Apartment,$80.00,29200.0
2060,2015-11,Mission,House,$79.00,28835.0
2061,2015-11,Mission,Apartment,$85.00,31025.0
2062,2015-11,Mission,House,$65.00,23725.0
2063,2015-11,Mission,House,$55.00,20075.0
2064,2015-11,Mission,House,$65.00,23725.0
2065,2015-11,Mission,Apartment,$65.00,23725.0
2066,2015-11,Mission,Condominium,$149.00,54385.0
2067,2015-11,Mission,Apartment,$100.00,36500.0
2068,2015-11,Mission,Condominium,$119.00,43435.0
2069,2015-11,Mission,House,$180.00,65700.0
2070,2015-11,Mission,Apartment,$59.00,21535.0
2071,2015-11,Mission,Apartment,$75.00,27375.0
2072,2015-11,Mission,Apartment,$200.00,73000.0
2073,2015-11,Mission,House,$65.00,23725.0
2074,2015-11,Mission,Apartment,$49.00,17885.0
2075,2015-11,Mission,Apartment,$87.00,31755.0
2076,2015-11,Mission,Apartment,$150.00,54750.0
2077,2015-11,Mission,House,$199.00,72635.0
2078,2015-11,Mission,House,$129.00,47085.0
2079,2015-11,Mission,House,$120.00,43800.0
2080,2015-11,Mission,Apartment,$50.00,18250.0
2081,2015-11,Mission,House,$99.00,36135.0
2082,2015-11,Mission,House,$136.00,49640.0
2083,2015-11,Mission,House,$70.00,25550.0
2084,2015-11,Mission,Apartment,$141.00,51465.0
2085,2015-11,Mission,Apartment,$110.00,40150.0
2086,2015-11,Mission,House,$115.00,41975.0
2087,2015-11,Mission,Apartment,$120.00,43800.0
2088,2015-11,Mission,Apartment,$149.00,54385.0
2089,2015-11,Mission,Apartment,$119.00,43435.0
2090,2015-11,Mission,House,$101.00,36865.0
2091,2015-11,Mission,House,$175.00,63875.0
2092,2015-11,Mission,Apartment,$115.00,41975.0
2093,2015-11,Mission,Apartment,$100.00,36500.0
2094,2015-11,Mission,Dorm,$70.00,25550.0
2095,2015-11,Mission,House,$110.00,40150.0
2096,2015-11,Mission,Apartment,$89.00,32485.0
2097,2015-11,Mission,Apartment,$149.00,54385.0
2098,2015-11,Mission,Apartment,$99.00,36135.0
2099,2015-11,Mission,Apartment,$99.00,36135.0
2100,2015-11,Mission,Apartment,$91.00,33215.0
2101,2015-11,Mission,Apartment,$80.00,29200.0
2102,2015-11,Mission,Apartment,$165.00,60225.0
2103,2015-11,Mission,Apartment,$80.00,29200.0
2104,2015-11,Mission,Apartment,$99.00,36135.0
2105,2015-11,Mission,Apartment,$89.00,32485.0
2106,2015-11,Mission,House,$110.00,40150.0
2107,2015-11,Mission,Apartment,$119.00,43435.0
2108,2015-11,Mission,Apartment,$109.00,39785.0
2109,2015-11,Mission,Apartment,$60.00,21900.0
2110,2015-11,Mission,Apartment,$100.00,36500.0
2111,2015-11,Mission,Apartment,$85.00,31025.0
2112,2015-11,Mission,House,$105.00,38325.0
2113,2015-11,Mission,Apartment,$125.00,45625.0
2114,2015-11,Mission,Apartment,$119.00,43435.0
2115,2015-11,Mission,Dorm,$70.00,25550.0
2116,2015-11,Mission,Apartment,$191.00,69715.0
2117,2015-11,Mission,Apartment,$250.00,91250.0
2118,2015-11,Mission,House,$150.00,54750.0
2119,2015-11,Mission,Apartment,$175.00,63875.0
2120,2015-11,Mission,Apartment,$125.00,45625.0
2121,2015-11,Mission,Apartment,$120.00,43800.0
2122,2015-11,Mission,Bed & Breakfast,$99.00,36135.0
2123,2015-11,Mission,Apartment,$90.00,32850.0
2124,2015-11,Mission,House,$108.00,39420.0
2125,2015-11,Mission,Apartment,$99.00,36135.0
2126,2015-11,Mission,Apartment,$149.00,54385.0
2127,2015-11,Mission,House,$379.00,138335.0
2128,2015-11,Mission,Apartment,$110.00,40150.0
2129,2015-11,Mission,Apartment,$76.00,27740.0
2130,2015-11,Mission,House,$120.00,43800.0
2131,2015-11,Mission,Apartment,$150.00,54750.0
2132,2015-11,Mission,Condominium,$120.00,43800.0
2133,2015-11,Mission,Apartment,$150.00,54750.0
2134,2015-11,Mission,Apartment,$110.00,40150.0
2135,2015-11,Mission,Apartment,$95.00,34675.0
2136,2015-11,Mission,House,$95.00,34675.0
2137,2015-11,Mission,Apartment,$75.00,27375.0
2138,2015-11,Mission,Apartment,$125.00,45625.0
2139,2015-11,Mission,Apartment,$85.00,31025.0
2140,2015-11,Mission,House,$150.00,54750.0
2141,2015-11,Mission,House,$99.00,36135.0
2142,2015-11,Mission,House,$84.00,30660.0
2143,2015-11,Mission,House,$120.00,43800.0
2144,2015-11,Mission,Apartment,$199.00,72635.0
2145,2015-11,Mission,Apartment,$94.00,34310.0
2146,2015-11,Mission,House,$99.00,36135.0
2147,2015-11,Mission,House,$125.00,45625.0
2148,2015-11,Mission,Loft,$92.00,33580.0
2149,2015-11,Mission,Apartment,$100.00,36500.0
2150,2015-11,Mission,Apartment,$144.00,52560.0
2151,2015-11,Mission,House,$100.00,36500.0
2152,2015-11,Mission,Apartment,$179.00,65335.0
2153,2015-11,Mission,Apartment,$85.00,31025.0
2154,2015-11,Mission,Apartment,$99.00,36135.0
2155,2015-11,Mission,House,$199.00,72635.0
2156,2015-11,Mission,Apartment,$109.00,39785.0
2157,2015-11,Mission,Apartment,$97.00,35405.0
2158,2015-11,Mission,Apartment,$148.00,54020.0
2159,2015-11,Mission,House,$180.00,65700.0
2160,2015-11,Mission,Apartment,$140.00,51100.0
2161,2015-11,Mission,Apartment,$160.00,58400.0
2162,2015-11,Mission,Apartment,$85.00,31025.0
2163,2015-11,Mission,House,$180.00,65700.0
2164,2015-11,Mission,Apartment,$99.00,36135.0
2165,2015-11,Mission,Apartment,$55.00,20075.0
2166,2015-11,Mission,Apartment,$110.00,40150.0
2167,2015-11,Mission,Apartment,$90.00,32850.0
2168,2015-11,Mission,Apartment,$175.00,63875.0
2169,2015-11,Mission,Apartment,$90.00,32850.0
2170,2015-11,Mission,House,$159.00,58035.0
2171,2015-11,Mission,Apartment,$120.00,43800.0
2172,2015-11,Mission,House,$70.00,25550.0
2173,2015-11,Mission,Apartment,$135.00,49275.0
2174,2015-11,Mission,Apartment,$175.00,63875.0
2175,2015-11,Mission,Apartment,$50.00,18250.0
2176,2015-11,Mission,House,$65.00,23725.0
2177,2015-11,Mission,House,$100.00,36500.0
2178,2015-11,Mission,House,$95.00,34675.0
2179,2015-11,Mission,Apartment,$150.00,54750.0
2180,2015-11,Mission,House,$80.00,29200.0
2181,2015-11,Mission,Apartment,$86.00,31390.0
2182,2015-11,Mission,Apartment,$120.00,43800.0
2183,2015-11,Mission,Apartment,$110.00,40150.0
2184,2015-11,Mission,House,$90.00,32850.0
2185,2015-11,Mission,Apartment,$65.00,23725.0
2186,2015-11,Mission,Apartment,$174.00,63510.0
2187,2015-11,Mission,Apartment,$120.00,43800.0
2188,2015-11,Mission,Apartment,$225.00,82125.0
2189,2015-11,Mission,Apartment,$280.00,102200.0
2190,2015-11,Mission,Apartment,$160.00,58400.0
2191,2015-11,Mission,House,$235.00,85775.0
2192,2015-11,Mission,Apartment,$195.00,71175.0
2193,2015-11,Mission,,$150.00,54750.0
2194,2015-11,Mission,House,$149.00,54385.0
2195,2015-11,Mission,House,$299.00,109135.0
2196,2015-11,Mission,Apartment,$195.00,71175.0
2197,2015-11,Mission,Apartment,$225.00,82125.0
2198,2015-11,Mission,Loft,$270.00,98550.0
2199,2015-11,Mission,Apartment,$189.00,68985.0
2200,2015-11,Mission,Apartment,$629.00,229585.0
2201,2015-11,Mission,Loft,$400.00,146000.0
2202,2015-11,Mission,Apartment,$425.00,155125.0
2203,2015-11,Mission,Apartment,$210.00,76650.0
2204,2015-11,Mission,Apartment,$185.00,67525.0
2205,2015-11,Mission,Apartment,$489.00,178485.0
2206,2015-11,Mission,Apartment,$160.00,58400.0
2207,2015-11,Mission,Apartment,$190.00,69350.0
2208,2015-11,Mission,Apartment,$235.00,85775.0
2209,2015-11,Mission,House,$150.00,54750.0
2210,2015-11,Mission,Apartment,$140.00,51100.0
2211,2015-11,Mission,Apartment,$219.00,79935.0
2212,2015-11,Mission,Apartment,$425.00,155125.0
2213,2015-11,Mission,Apartment,$245.00,89425.0
2214,2015-11,Mission,Apartment,$175.00,63875.0
2215,2015-11,Mission,Apartment,$168.00,61320.0
2216,2015-11,Mission,Apartment,$275.00,100375.0
2217,2015-11,Mission,Apartment,$150.00,54750.0
2218,2015-11,Mission,Apartment,$215.00,78475.0
2219,2015-11,Mission,Apartment,$300.00,109500.0
2220,2015-11,Mission,House,$201.00,73365.0
2221,2015-11,Mission,Apartment,$138.00,50370.0
2222,2015-11,Mission,Apartment,$300.00,109500.0
2223,2015-11,Mission,Apartment,$175.00,63875.0
2224,2015-11,Mission,Apartment,$197.00,71905.0
2225,2015-11,Mission,Apartment,$140.00,51100.0
2226,2015-11,Mission,Apartment,$200.00,73000.0
2227,2015-11,Mission,Loft,$575.00,209875.0
2228,2015-11,Mission,Apartment,$250.00,91250.0
2229,2015-11,Mission,Loft,$225.00,82125.0
2230,2015-11,Mission,Apartment,$380.00,138700.0
2231,2015-11,Mission,Apartment,$168.00,61320.0
2232,2015-11,Mission,House,$250.00,91250.0
2233,2015-11,Mission,Apartment,$198.00,72270.0
2234,2015-11,Mission,Apartment,$195.00,71175.0
2235,2015-11,Mission,Apartment,$350.00,127750.0
2236,2015-11,Mission,Apartment,$360.00,131400.0
2237,2015-11,Mission,Apartment,$160.00,58400.0
2238,2015-11,Mission,Loft,$350.00,127750.0
2239,2015-11,Mission,Apartment,$165.00,60225.0
2240,2015-11,Mission,Apartment,$199.00,72635.0
2241,2015-11,Mission,House,$237.00,86505.0
2242,2015-11,Mission,Condominium,$225.00,82125.0
2243,2015-11,Mission,Apartment,$200.00,73000.0
2244,2015-11,Mission,House,$400.00,146000.0
2245,2015-11,Mission,House,$175.00,63875.0
2246,2015-11,Mission,Apartment,$325.00,118625.0
2247,2015-11,Mission,Condominium,$300.00,109500.0
2248,2015-11,Mission,Apartment,$200.00,73000.0
2249,2015-11,Mission,Apartment,$175.00,63875.0
2250,2015-11,Mission,Condominium,$500.00,182500.0
2251,2015-11,Mission,Apartment,$175.00,63875.0
2252,2015-11,Mission,Apartment,$170.00,62050.0
2253,2015-11,Mission,Apartment,$165.00,60225.0
2254,2015-11,Mission,Apartment,$200.00,73000.0
2255,2015-11,Mission,Apartment,$175.00,63875.0
2256,2015-11,Mission,House,$500.00,182500.0
2257,2015-11,Mission,Apartment,$120.00,43800.0
2258,2015-11,Mission,Condominium,$375.00,136875.0
2259,2015-11,Mission,Condominium,$249.00,90885.0
2260,2015-11,Mission,Apartment,$120.00,43800.0
2261,2015-11,Mission,Apartment,$130.00,47450.0
2262,2015-11,Mission,House,$300.00,109500.0
2263,2015-11,Mission,Apartment,$249.00,90885.0
2264,2015-11,Mission,Apartment,$180.00,65700.0
2265,2015-11,Mission,Apartment,$450.00,164250.0
2266,2015-11,Mission,Apartment,$190.00,69350.0
2267,2015-11,Mission,Apartment,$200.00,73000.0
2268,2015-11,Mission,House,$350.00,127750.0
2269,2015-11,Mission,House,$400.00,146000.0
2270,2015-11,Mission,Apartment,$148.00,54020.0
2271,2015-11,Mission,Apartment,$750.00,273750.0
2272,2015-11,Mission,House,$199.00,72635.0
2273,2015-11,Mission,Apartment,$145.00,52925.0
2274,2015-11,Mission,Apartment,$190.00,69350.0
2275,2015-11,Mission,Loft,$800.00,292000.0
2276,2015-11,Mission,Apartment,$160.00,58400.0
2277,2015-11,Mission,Apartment,$325.00,118625.0
2278,2015-11,Mission,Apartment,$148.00,54020.0
2279,2015-11,Mission,Apartment,$300.00,109500.0
2280,2015-11,Mission,Apartment,$200.00,73000.0
2281,2015-11,Mission,House,$449.00,163885.0
2282,2015-11,Mission,Apartment,$190.00,69350.0
2283,2015-11,Mission,House,$114.00,41610.0
2284,2015-11,Mission,Apartment,$500.00,182500.0
2285,2015-11,Mission,Apartment,$185.00,67525.0
2286,2015-11,Mission,Apartment,$491.00,179215.0
2287,2015-11,Mission,Apartment,$198.00,72270.0
2288,2015-11,Mission,Apartment,$230.00,83950.0
2289,2015-11,Mission,Apartment,$240.00,87600.0
2290,2015-11,Mission,Apartment,$139.00,50735.0
2291,2015-11,Mission,Apartment,$195.00,71175.0
2292,2015-11,Mission,Apartment,$300.00,109500.0
2293,2015-11,Mission,Apartment,$275.00,100375.0
2294,2015-11,Mission,Apartment,$155.00,56575.0
2295,2015-11,Mission,Apartment,$164.00,59860.0
2296,2015-11,Mission,Apartment,$549.00,200385.0
2297,2015-11,Mission,Apartment,$200.00,73000.0
2298,2015-11,Mission,House,$610.00,222650.0
2299,2015-11,Mission,Apartment,$131.00,47815.0
2300,2015-11,Mission,Apartment,$168.00,61320.0
2301,2015-11,Mission,Apartment,$195.00,71175.0
2302,2015-11,Mission,Apartment,$300.00,109500.0
2303,2015-11,Mission,House,$550.00,200750.0
2304,2015-11,Mission,House,$400.00,146000.0
2305,2015-11,Mission,House,$600.00,219000.0
2306,2015-11,Mission,,$350.00,127750.0
2307,2015-11,Mission,Apartment,$185.00,67525.0
2308,2015-11,Mission,Apartment,$210.00,76650.0
2309,2015-11,Mission,Apartment,$145.00,52925.0
2310,2015-11,Mission,Apartment,$175.00,63875.0
